From	To	Edits	Jaro-Winkler	Total Distance	Edit list
coveralls	covfefe	6	0.77	15.5	delete 'e' at 4, delete 'r' at 5, replace 'a' at 6 with 'f' (distance 3), replace 'l' at 7 with 'e' (distance 6.08), replace 'l' at 8 with 'f' (distance 5), replace 's' at 9 with 'e' (distance 1.41), 
coverchief	covfefe	6	0.834	4.12	delete 'e' at 4, delete 'r' at 5, delete 'c' at 6, delete 'h' at 7, replace 'i' at 8 with 'f' (distance 4.12), insert 'e' at 7, 
covercle	covfefe	4	0.846	8	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 'c' at 6 with 'e' (distance 2), replace 'l' at 7 with 'f' (distance 5), 
covered	covfefe	3	0.867	1	insert 'f' at 4, replace 'r' at 5 with 'f' (distance 1), delete 'd' at 7, 
coverer	covfefe	3	0.867	1	insert 'f' at 4, replace 'r' at 5 with 'f' (distance 1), delete 'r' at 7, 
coverer's	covfefe	5	0.83	2.41	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), delete 'r' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coverers	covfefe	4	0.846	3.41	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 'r' at 7 with 'f' (distance 1), replace 's' at 8 with 'e' (distance 1.41), 
covering	covfefe	5	0.783	10.5	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 'i' at 6 with 'e' (distance 5), replace 'n' at 7 with 'f' (distance 2.24), replace 'g' at 8 with 'e' (distance 2.24), 
covering's	covfefe	7	0.76	5.89	delete 'e' at 4, delete 'r' at 5, delete 'i' at 6, replace 'n' at 7 with 'f' (distance 2.24), replace 'g' at 8 with 'e' (distance 2.24), replace ''' at 9 with 'f' (non-letter, distance ignored), replace 's' at 10 with 'e' (distance 1.41), 
coverings	covfefe	6	0.77	10.1	delete 'e' at 4, delete 'r' at 5, replace 'i' at 6 with 'f' (distance 4.12), replace 'n' at 7 with 'e' (distance 3.61), replace 'g' at 8 with 'f' (distance 1), replace 's' at 9 with 'e' (distance 1.41), 
coverless	covfefe	5	0.83	8.41	delete 'e' at 4, delete 'r' at 5, replace 'l' at 6 with 'f' (distance 5), replace 's' at 8 with 'f' (distance 2), replace 's' at 9 with 'e' (distance 1.41), 
coverless's	covfefe	7	0.806	6.41	delete 'e' at 4, delete 'r' at 5, replace 'l' at 6 with 'f' (distance 5), delete 's' at 8, delete 's' at 9, replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coverlet	covfefe	4	0.846	7.41	replace 'e' at 4 with 'f' (distance 1.41), replace 'r' at 5 with 'e' (distance 1), replace 'l' at 6 with 'f' (distance 5), delete 't' at 8, 
coverlet's	covfefe	6	0.817	6.41	delete 'e' at 4, delete 'r' at 5, replace 'l' at 6 with 'f' (distance 5), delete 't' at 8, replace ''' at 9 with 'f' (non-letter, distance ignored), replace 's' at 10 with 'e' (distance 1.41), 
coverlets	covfefe	5	0.83	7.83	delete 'e' at 4, delete 'r' at 5, replace 'l' at 6 with 'f' (distance 5), replace 't' at 8 with 'f' (distance 1.41), replace 's' at 9 with 'e' (distance 1.41), 
coverlid	covfefe	5	0.783	12.2	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 'l' at 6 with 'e' (distance 6.08), replace 'i' at 7 with 'f' (distance 4.12), replace 'd' at 8 with 'e' (distance 1), 
coverlid's	covfefe	7	0.76	6.54	delete 'e' at 4, delete 'r' at 5, delete 'l' at 6, replace 'i' at 7 with 'f' (distance 4.12), replace 'd' at 8 with 'e' (distance 1), replace ''' at 9 with 'f' (non-letter, distance ignored), replace 's' at 10 with 'e' (distance 1.41), 
coverlids	covfefe	6	0.77	12.4	delete 'e' at 4, delete 'r' at 5, replace 'l' at 6 with 'f' (distance 5), replace 'i' at 7 with 'e' (distance 5), replace 'd' at 8 with 'f' (distance 1), replace 's' at 9 with 'e' (distance 1.41), 
covers	covfefe	3	0.822	2.41	insert 'f' at 4, replace 'r' at 5 with 'f' (distance 1), replace 's' at 6 with 'e' (distance 1.41), 
coversed	covfefe	4	0.846	4.41	replace 'e' at 4 with 'f' (distance 1.41), replace 'r' at 5 with 'e' (distance 1), replace 's' at 6 with 'f' (distance 2), delete 'd' at 8, 
coversheet	covfefe	6	0.817	5.41	delete 'e' at 4, delete 'r' at 5, delete 's' at 6, replace 'h' at 7 with 'f' (distance 2), replace 'e' at 9 with 'f' (distance 1.41), replace 't' at 10 with 'e' (distance 2), 
coverside	covfefe	5	0.83	8	delete 'e' at 4, delete 'r' at 5, replace 's' at 6 with 'f' (distance 2), replace 'i' at 7 with 'e' (distance 5), replace 'd' at 8 with 'f' (distance 1), 
coversine	covfefe	5	0.83	9.24	delete 'e' at 4, delete 'r' at 5, replace 's' at 6 with 'f' (distance 2), replace 'i' at 7 with 'e' (distance 5), replace 'n' at 8 with 'f' (distance 2.24), 
coverslip	covfefe	6	0.77	19.2	delete 'e' at 4, delete 'r' at 5, replace 's' at 6 with 'f' (distance 2), replace 'l' at 7 with 'e' (distance 6.08), replace 'i' at 8 with 'f' (distance 4.12), replace 'p' at 9 with 'e' (distance 7), 
coverslip's	covfefe	8	0.752	12.5	delete 'e' at 4, delete 'r' at 5, delete 's' at 6, delete 'l' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'p' at 9 with 'e' (distance 7), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
coverslips	covfefe	7	0.76	17.5	delete 'e' at 4, delete 'r' at 5, delete 's' at 6, replace 'l' at 7 with 'f' (distance 5), replace 'i' at 8 with 'e' (distance 5), replace 'p' at 9 with 'f' (distance 6.08), replace 's' at 10 with 'e' (distance 1.41), 
coverslut	covfefe	6	0.77	13.2	delete 'e' at 4, delete 'r' at 5, replace 's' at 6 with 'f' (distance 2), replace 'l' at 7 with 'e' (distance 6.08), replace 'u' at 8 with 'f' (distance 3.16), replace 't' at 9 with 'e' (distance 2), 
covert	covfefe	3	0.822	3	insert 'f' at 4, replace 'r' at 5 with 'f' (distance 1), replace 't' at 6 with 'e' (distance 2), 
covert's	covfefe	5	0.783	4.41	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 't' at 6 with 'e' (distance 2), replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
covertical	covfefe	7	0.76	15.2	delete 'e' at 4, delete 'r' at 5, delete 't' at 6, replace 'i' at 7 with 'f' (distance 4.12), replace 'c' at 8 with 'e' (distance 2), replace 'a' at 9 with 'f' (distance 3), replace 'l' at 10 with 'e' (distance 6.08), 
covertly	covfefe	5	0.783	11	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 't' at 6 with 'e' (distance 2), replace 'l' at 7 with 'f' (distance 5), replace 'y' at 8 with 'e' (distance 3), 
covertness	covfefe	6	0.817	5.65	delete 'e' at 4, delete 'r' at 5, delete 't' at 6, replace 'n' at 7 with 'f' (distance 2.24), replace 's' at 9 with 'f' (distance 2), replace 's' at 10 with 'e' (distance 1.41), 
covertness's	covfefe	8	0.797	3.65	delete 'e' at 4, delete 'r' at 5, delete 't' at 6, replace 'n' at 7 with 'f' (distance 2.24), delete 's' at 9, delete 's' at 10, replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
covertnesses	covfefe	7	0.797	4.24	delete 'e' at 4, delete 'r' at 5, delete 't' at 6, replace 'n' at 7 with 'f' (distance 2.24), delete 's' at 9, replace 's' at 10 with 'f' (distance 2), delete 's' at 12, 
coverts	covfefe	4	0.8	5.24	replace 'e' at 4 with 'f' (distance 1.41), replace 'r' at 5 with 'e' (distance 1), replace 't' at 6 with 'f' (distance 1.41), replace 's' at 7 with 'e' (distance 1.41), 
coverture	covfefe	5	0.83	6.41	delete 'e' at 4, delete 'r' at 5, replace 't' at 6 with 'f' (distance 1.41), replace 'u' at 7 with 'e' (distance 4), replace 'r' at 8 with 'f' (distance 1), 
coverture's	covfefe	7	0.806	2.41	delete 'e' at 4, delete 'r' at 5, delete 't' at 6, delete 'u' at 7, replace 'r' at 8 with 'f' (distance 1), replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
covertures	covfefe	6	0.817	6.41	delete 'e' at 4, delete 'r' at 5, replace 't' at 6 with 'f' (distance 1.41), replace 'u' at 7 with 'e' (distance 4), replace 'r' at 8 with 'f' (distance 1), delete 's' at 10, 
coverup	covfefe	4	0.8	12.6	replace 'e' at 4 with 'f' (distance 1.41), replace 'r' at 5 with 'e' (distance 1), replace 'u' at 6 with 'f' (distance 3.16), replace 'p' at 7 with 'e' (distance 7), 
coverup's	covfefe	6	0.77	11.6	delete 'e' at 4, delete 'r' at 5, replace 'u' at 6 with 'f' (distance 3.16), replace 'p' at 7 with 'e' (distance 7), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coverups	covfefe	5	0.783	12.5	delete 'e' at 4, replace 'r' at 5 with 'f' (distance 1), replace 'u' at 6 with 'e' (distance 4), replace 'p' at 7 with 'f' (distance 6.08), replace 's' at 8 with 'e' (distance 1.41), 
coves	covfefe	3	0.853	1.41	insert 'f' at 4, insert 'f' at 6, replace 's' at 5 with 'e' (distance 1.41), 
covet	covfefe	3	0.853	2	insert 'f' at 4, insert 'f' at 6, replace 't' at 5 with 'e' (distance 2), 
covetable	covfefe	5	0.83	10.8	delete 'e' at 4, delete 't' at 5, replace 'a' at 6 with 'f' (distance 3), replace 'b' at 7 with 'e' (distance 2.83), replace 'l' at 8 with 'f' (distance 5), 
coveted	covfefe	3	0.867	1.41	insert 'f' at 4, replace 't' at 5 with 'f' (distance 1.41), delete 'd' at 7, 
coveter	covfefe	3	0.867	1.41	insert 'f' at 4, replace 't' at 5 with 'f' (distance 1.41), delete 'r' at 7, 
coveter's	covfefe	5	0.83	2.83	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), delete 'r' at 7, replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
coveters	covfefe	4	0.846	3.83	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'r' at 7 with 'f' (distance 1), replace 's' at 8 with 'e' (distance 1.41), 
coveting	covfefe	5	0.783	10.9	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'i' at 6 with 'e' (distance 5), replace 'n' at 7 with 'f' (distance 2.24), replace 'g' at 8 with 'e' (distance 2.24), 
covetingly	covfefe	7	0.76	12.5	delete 'e' at 4, delete 't' at 5, delete 'i' at 6, replace 'n' at 7 with 'f' (distance 2.24), replace 'g' at 8 with 'e' (distance 2.24), replace 'l' at 9 with 'f' (distance 5), replace 'y' at 10 with 'e' (distance 3), 
covetise	covfefe	4	0.846	8.41	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'i' at 6 with 'e' (distance 5), replace 's' at 7 with 'f' (distance 2), 
covetises	covfefe	5	0.83	8.41	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'i' at 6 with 'e' (distance 5), replace 's' at 7 with 'f' (distance 2), delete 's' at 9, 
covetiveness	covfefe	7	0.797	3.24	delete 'e' at 4, delete 't' at 5, delete 'i' at 6, replace 'v' at 7 with 'f' (distance 1), replace 'n' at 9 with 'f' (distance 2.24), delete 's' at 11, delete 's' at 12, 
covetivenesses	covfefe	9	0.783	3.24	delete 'e' at 4, delete 't' at 5, delete 'i' at 6, replace 'v' at 7 with 'f' (distance 1), replace 'n' at 9 with 'f' (distance 2.24), delete 's' at 11, delete 's' at 12, delete 'e' at 13, delete 's' at 14, 
covetous	covfefe	5	0.783	12	delete 'e' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'o' at 6 with 'e' (distance 6), replace 'u' at 7 with 'f' (distance 3.16), replace 's' at 8 with 'e' (distance 1.41), 
covetously	covfefe	7	0.76	12.6	delete 'e' at 4, delete 't' at 5, delete 'o' at 6, replace 'u' at 7 with 'f' (distance 3.16), replace 's' at 8 with 'e' (distance 1.41), replace 'l' at 9 with 'f' (distance 5), replace 'y' at 10 with 'e' (distance 3), 
covetousness	covfefe	8	0.797	5.65	delete 'e' at 4, delete 't' at 5, delete 'o' at 6, delete 'u' at 7, delete 's' at 8, replace 'n' at 9 with 'f' (distance 2.24), replace 's' at 11 with 'f' (distance 2), replace 's' at 12 with 'e' (distance 1.41), 
covetousness's	covfefe	10	0.783	3.65	delete 'e' at 4, delete 't' at 5, delete 'o' at 6, delete 'u' at 7, delete 's' at 8, replace 'n' at 9 with 'f' (distance 2.24), delete 's' at 11, delete 's' at 12, replace ''' at 13 with 'f' (non-letter, distance ignored), replace 's' at 14 with 'e' (distance 1.41), 
covetousnesses	covfefe	9	0.783	4.24	delete 'e' at 4, delete 't' at 5, delete 'o' at 6, delete 'u' at 7, delete 's' at 8, replace 'n' at 9 with 'f' (distance 2.24), delete 's' at 11, replace 's' at 12 with 'f' (distance 2), delete 's' at 14, 
covets	covfefe	3	0.822	2.83	insert 'f' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 's' at 6 with 'e' (distance 1.41), 
covey	covfefe	3	0.853	3	insert 'f' at 4, insert 'f' at 6, replace 'y' at 5 with 'e' (distance 3), 
covey's	covfefe	4	0.8	5.83	replace 'e' at 4 with 'f' (distance 1.41), replace 'y' at 5 with 'e' (distance 3), replace ''' at 6 with 'f' (non-letter, distance ignored), replace 's' at 7 with 'e' (distance 1.41), 
coveys	covfefe	3	0.822	3.65	insert 'f' at 4, replace 'y' at 5 with 'f' (distance 2.24), replace 's' at 6 with 'e' (distance 1.41), 
covibrate	covfefe	5	0.77	4.65	delete 'i' at 4, delete 'b' at 5, replace 'r' at 6 with 'f' (distance 1), replace 'a' at 7 with 'e' (distance 2.24), replace 't' at 8 with 'f' (distance 1.41), 
covid	covfefe	4	0.773	5.12	insert 'f' at 4, insert 'e' at 5, replace 'i' at 4 with 'f' (distance 4.12), replace 'd' at 5 with 'e' (distance 1), 
covido	covfefe	4	0.75	12	insert 'f' at 4, replace 'i' at 4 with 'e' (distance 5), replace 'd' at 5 with 'f' (distance 1), replace 'o' at 6 with 'e' (distance 6), 
covillager	covfefe	6	0.76	8.24	delete 'i' at 4, delete 'l' at 5, replace 'l' at 6 with 'f' (distance 5), replace 'a' at 7 with 'e' (distance 2.24), replace 'g' at 8 with 'f' (distance 1), delete 'r' at 10, 
coville	covfefe	3	0.8	15.2	replace 'i' at 4 with 'f' (distance 4.12), replace 'l' at 5 with 'e' (distance 6.08), replace 'l' at 6 with 'f' (distance 5), 
coville's	covfefe	5	0.77	6.41	delete 'i' at 4, delete 'l' at 5, replace 'l' at 6 with 'f' (distance 5), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
covin	covfefe	4	0.773	7.73	insert 'f' at 4, insert 'e' at 5, replace 'i' at 4 with 'f' (distance 4.12), replace 'n' at 5 with 'e' (distance 3.61), 
covin's	covfefe	4	0.733	9.14	replace 'i' at 4 with 'f' (distance 4.12), replace 'n' at 5 with 'e' (distance 3.61), replace ''' at 6 with 'f' (non-letter, distance ignored), replace 's' at 7 with 'e' (distance 1.41), 
covine	covfefe	3	0.822	7.24	insert 'f' at 4, replace 'i' at 4 with 'e' (distance 5), replace 'n' at 5 with 'f' (distance 2.24), 
coving	covfefe	4	0.75	9.47	insert 'f' at 4, replace 'i' at 4 with 'e' (distance 5), replace 'n' at 5 with 'f' (distance 2.24), replace 'g' at 6 with 'e' (distance 2.24), 
coving's	covfefe	5	0.721	5.89	delete 'i' at 4, replace 'n' at 5 with 'f' (distance 2.24), replace 'g' at 6 with 'e' (distance 2.24), replace ''' at 7 with 'f' (non-letter, distance ignored), replace 's' at 8 with 'e' (distance 1.41), 
covings	covfefe	4	0.733	10.1	replace 'i' at 4 with 'f' (distance 4.12), replace 'n' at 5 with 'e' (distance 3.61), replace 'g' at 6 with 'f' (distance 1), replace 's' at 7 with 'e' (distance 1.41), 
covinous	covfefe	5	0.721	12.8	delete 'i' at 4, replace 'n' at 5 with 'f' (distance 2.24), replace 'o' at 6 with 'e' (distance 6), replace 'u' at 7 with 'f' (distance 3.16), replace 's' at 8 with 'e' (distance 1.41), 
covinously	covfefe	7	0.703	12.6	delete 'i' at 4, delete 'n' at 5, delete 'o' at 6, replace 'u' at 7 with 'f' (distance 3.16), replace 's' at 8 with 'e' (distance 1.41), replace 'l' at 9 with 'f' (distance 5), replace 'y' at 10 with 'e' (distance 3), 
covins	covfefe	4	0.75	8.65	insert 'f' at 4, replace 'i' at 4 with 'e' (distance 5), replace 'n' at 5 with 'f' (distance 2.24), replace 's' at 6 with 'e' (distance 1.41), 
covisit	covfefe	4	0.733	11.7	replace 'i' at 4 with 'f' (distance 4.12), replace 's' at 5 with 'e' (distance 1.41), replace 'i' at 6 with 'f' (distance 4.12), replace 't' at 7 with 'e' (distance 2), 
covisitor	covfefe	6	0.711	12.2	delete 'i' at 4, delete 's' at 5, replace 'i' at 6 with 'f' (distance 4.12), replace 't' at 7 with 'e' (distance 2), replace 'o' at 8 with 'f' (distance 5.1), replace 'r' at 9 with 'e' (distance 1), 
covite	covfefe	3	0.822	6.41	insert 'f' at 4, replace 'i' at 4 with 'e' (distance 5), replace 't' at 5 with 'f' (distance 1.41), 
covolume	covfefe	4	0.783	11.2	delete 'o' at 4, replace 'l' at 5 with 'f' (distance 5), replace 'u' at 6 with 'e' (distance 4), replace 'm' at 7 with 'f' (distance 2.24), 
covotary	covfefe	5	0.721	7.65	delete 'o' at 4, replace 't' at 5 with 'f' (distance 1.41), replace 'a' at 6 with 'e' (distance 2.24), replace 'r' at 7 with 'f' (distance 1), replace 'y' at 8 with 'e' (distance 3), 
covyne	covfefe	3	0.822	5.24	insert 'f' at 4, replace 'y' at 4 with 'e' (distance 3), replace 'n' at 5 with 'f' (distance 2.24), 
covynes	covfefe	4	0.8	8.67	replace 'y' at 4 with 'f' (distance 2.24), replace 'n' at 5 with 'e' (distance 3.61), replace 'e' at 6 with 'f' (distance 1.41), replace 's' at 7 with 'e' (distance 1.41), 
cow	covfefe	5	0.721	1	insert 'v' at 3, insert 'f' at 4, insert 'e' at 5, insert 'f' at 6, replace 'w' at 3 with 'e' (distance 1), 
cowage	covfefe	4	0.714	5.47	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'a' at 4 with 'e' (distance 2.24), replace 'g' at 5 with 'f' (distance 1), 
cowardree	covfefe	6	0.738	5.41	delete 'w' at 3, delete 'a' at 4, replace 'r' at 5 with 'v' (distance 2), replace 'd' at 6 with 'f' (distance 1), replace 'r' at 7 with 'e' (distance 1), replace 'e' at 8 with 'f' (distance 1.41), 
cowardrees	covfefe	7	0.726	5.24	delete 'w' at 3, delete 'a' at 4, delete 'r' at 5, replace 'd' at 6 with 'v' (distance 1.41), replace 'r' at 7 with 'f' (distance 1), replace 'e' at 9 with 'f' (distance 1.41), replace 's' at 10 with 'e' (distance 1.41), 
cowberries	covfefe	6	0.726	8.37	replace 'w' at 3 with 'v' (distance 2.83), replace 'b' at 4 with 'f' (distance 1.41), delete 'r' at 6, delete 'r' at 7, replace 'i' at 8 with 'f' (distance 4.12), delete 's' at 10, 
cowdie	covfefe	4	0.714	7.36	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'd' at 4 with 'e' (distance 1), replace 'i' at 5 with 'f' (distance 4.12), 
cowed	covfefe	4	0.741	3.24	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), insert 'f' at 6, replace 'd' at 5 with 'e' (distance 1), 
coween	covfefe	4	0.797	7.26	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'e' at 5 with 'f' (distance 1.41), replace 'n' at 6 with 'e' (distance 3.61), 
cower	covfefe	4	0.741	3.24	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), insert 'f' at 6, replace 'r' at 5 with 'e' (distance 1), 
cowered	covfefe	4	0.771	3.24	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'r' at 5 with 'f' (distance 1), delete 'd' at 7, 
cowerer	covfefe	4	0.771	3.24	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'r' at 5 with 'f' (distance 1), delete 'r' at 7, 
cowerers	covfefe	5	0.752	5.65	delete 'w' at 3, replace 'e' at 4 with 'v' (distance 2.24), replace 'r' at 5 with 'f' (distance 1), replace 'r' at 7 with 'f' (distance 1), replace 's' at 8 with 'e' (distance 1.41), 
cowers	covfefe	4	0.714	4.65	insert 'v' at 3, replace 'w' at 3 with 'f' (distance 2.24), replace 'r' at 5 with 'f' (distance 1), replace 's' at 6 with 'e' (distance 1.41), 
cowfeeder	covfefe	4	0.805	3.83	replace 'w' at 3 with 'v' (distance 2.83), delete 'e' at 5, replace 'd' at 7 with 'f' (distance 1), delete 'r' at 9, 
cowfeeders	covfefe	5	0.79	3.83	replace 'w' at 3 with 'v' (distance 2.83), delete 'e' at 5, replace 'd' at 7 with 'f' (distance 1), delete 'r' at 9, delete 's' at 10, 
cowfishes	covfefe	5	0.738	6.24	replace 'w' at 3 with 'v' (distance 2.83), delete 'i' at 5, replace 's' at 6 with 'e' (distance 1.41), replace 'h' at 7 with 'f' (distance 2), delete 's' at 9, 
cowhearted	covfefe	6	0.726	6.24	replace 'w' at 3 with 'v' (distance 2.83), replace 'h' at 4 with 'f' (distance 2), delete 'a' at 6, delete 'r' at 7, replace 't' at 8 with 'f' (distance 1.41), delete 'd' at 10, 
cowheel	covfefe	4	0.771	12.3	replace 'w' at 3 with 'v' (distance 2.83), replace 'h' at 4 with 'f' (distance 2), replace 'e' at 6 with 'f' (distance 1.41), replace 'l' at 7 with 'e' (distance 6.08), 
